modulo,modulo_nome,rf,id,tipo,fonte,status,onda,codigo,teste_faturamento,resumo
3,Módulo Ambulatorial,58,RF-3.58,Obrigatório,ambos,não iniciado,P0-P6,,previsto,"Geração automática de procedimentos em todos os processos de produção ambulatorial, quando pertinente."
3,Módulo Ambulatorial,59,RF-3.59,Obrigatório,ambos,parcial,P0-P6,,previsto,Alertar/bloquear solicitações fora do protocolo cadastrado pelo município.
3,Módulo Ambulatorial,60,RF-3.60,Obrigatório,ambos,não iniciado,P0-P6,,previsto,"Monitor com filtros de pesquisa (tipo/etapa de atendimento, nível de urgência, agendados, espontâneos, situação), visualização em lista/tabela dinâmica com arra"
3,Módulo Ambulatorial,61,RF-3.61,Obrigatório,ambos,não iniciado,P0-P6,,previsto,"Monitor de checagens (tipo de prescrição, período, alertas de atraso), com checagem por clique."
3,Módulo Ambulatorial,62,RF-3.62,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Programação de checagens com prazo e horários.
3,Módulo Ambulatorial,63,RF-3.63,Obrigatório,ambos,não iniciado,P0-P6,,previsto,"Painel de informações gerais da unidade (totais por período, quantidade por CID/CIAP, profissionais, tempo médio por etapa, nível de urgência, faixa etária e se"
3,Módulo Ambulatorial,64,RF-3.64,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Monitor de dispensações internas (dados do paciente e período das prescrições).
3,Módulo Ambulatorial,65,RF-3.65,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Monitor de situação de exames.
3,Módulo Ambulatorial,66,RF-3.66,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Monitor de acompanhamento de tratamentos.
3,Módulo Ambulatorial,67,RF-3.67,Obrigatório,ambos,parcial,P0-P6,,previsto,Emissão de receitas.
3,Módulo Ambulatorial,68,RF-3.68,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Listagem de tratamentos de saúde.
3,Módulo Ambulatorial,69,RF-3.69,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Listagem de atendimentos por CID.
3,Módulo Ambulatorial,70,RF-3.70,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Consolidado de atendimento por CID/CIAP.
3,Módulo Ambulatorial,71,RF-3.71,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Relatório de classificação de risco por etapa de atendimento (sintético e analítico).
3,Módulo Ambulatorial,72,RF-3.72,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Listagem de internações.
3,Módulo Ambulatorial,73,RF-3.73,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Ocupação de leitos.
4,Módulo de Contratualizações,1,RF-4.1,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de contratos de prestação de serviços.
4,Módulo de Contratualizações,2,RF-4.2,Obrigatório,TR,não iniciado,depois,,n/a,"Informar procedimentos existentes no contrato, com valores SUS e acréscimos contratuais por procedimento."
4,Módulo de Contratualizações,3,RF-4.3,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro por períodos definidos pela gestão.
4,Módulo de Contratualizações,4,RF-4.4,Obrigatório,TR,não iniciado,depois,,n/a,Visualização de saldo disponível de procedimentos no prestador.
4,Módulo de Contratualizações,5,RF-4.5,Obrigatório,TR,não iniciado,depois,,n/a,Visualização de valor gasto do contrato e saldo disponível conforme atendimento.
4,Módulo de Contratualizações,6,RF-4.6,Obrigatório,TR,não iniciado,depois,,n/a,Cotas de procedimentos ou valor do contrato.
4,Módulo de Contratualizações,7,RF-4.7,Obrigatório,TR,não iniciado,depois,,n/a,Exigência de documentação no agendamento no prestador de serviços.
4,Módulo de Contratualizações,8,RF-4.8,Obrigatório,TR,não iniciado,depois,,n/a,Prestador de serviços recepcionar o paciente agendado.
4,Módulo de Contratualizações,9,RF-4.9,Obrigatório,TR,não iniciado,depois,,n/a,"Prestador anexar resultados de exames do paciente, disponíveis no prontuário eletrônico."
4,Módulo de Contratualizações,10,RF-4.10,Obrigatório,TR,não iniciado,depois,,n/a,"Evolução do paciente pelo prestador, com ficha específica definida pela gestão/prestador."
4,Módulo de Contratualizações,11,RF-4.11,Obrigatório,TR,não iniciado,depois,,n/a,"Faturamento dos procedimentos confirmados nos prestadores, gerando fatura e autorização de pagamento."
4,Módulo de Contratualizações,12,RF-4.12,Obrigatório,TR,não iniciado,depois,,n/a,Controle de vigência do contrato.
5,Módulo de SAMU,1,RF-5.1,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Cadastro de unidades de transporte de urgência/emergência nos moldes do CNES.
5,Módulo de SAMU,2,RF-5.2,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Cadastro de tipo de plantão (tipo de escala, data início/fim, hora início/fim, dias da semana válidos)."
5,Módulo de SAMU,3,RF-5.3,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Cadastro de fichas de saúde.
5,Módulo de SAMU,4,RF-5.4,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Cadastro dos campos para fichas de saúde.
5,Módulo de SAMU,5,RF-5.5,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Cadastro de equipes de saúde (nome, tipo, INE, carga horária, profissionais)."
5,Módulo de SAMU,6,RF-5.6,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Cadastro de plantão de saúde (tipo de plantão, profissionais, equipes)."
5,Módulo de SAMU,7,RF-5.7,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Registro de atendimentos: usuário solicitante, data/hora, tipo de prestador, dados do solicitante/paciente, telefone, endereço, ponto de referência, plantão, eq"
5,Módulo de SAMU,8,RF-5.8,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Visualização do endereço de embarque no mapa.
5,Módulo de SAMU,9,RF-5.9,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Acesso à localização via SMS com link.
5,Módulo de SAMU,10,RF-5.10,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Registro de dados clínicos do paciente durante a viagem (fichas de saúde da gestão).
5,Módulo de SAMU,11,RF-5.11,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Procedimentos dos atendimentos em trânsito, vinculados aos profissionais."
5,Módulo de SAMU,12,RF-5.12,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Visualização das situações do atendimento.
5,Módulo de SAMU,13,RF-5.13,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Encerramento do atendimento.
5,Módulo de SAMU,14,RF-5.14,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Solicitar agendamento de transporte vinculando procedimentos à necessidade.
5,Módulo de SAMU,15,RF-5.15,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Monitor de atendimentos em andamento, aguardando equipe, equipe definida, iniciado, finalizado."
5,Módulo de SAMU,16,RF-5.16,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Monitor de duração de atendimentos por classificação, com edição, definição de equipe, start, cancelamento, encerramento e impressão."
5,Módulo de SAMU,17,RF-5.17,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Monitor de solicitações de transporte eletivo com direcionamento.
5,Módulo de SAMU,18,RF-5.18,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Mapa em tempo real dos atendimentos e trânsito, com projeção contínua em telas/painéis da Central de Regulação (viatura, status operacional, recursos configuráv"
5,Módulo de SAMU,19,RF-5.19,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Cadastro de pacientes validado pelas obrigações municipais de cadastro de cidadão.
5,Módulo de SAMU,20,RF-5.20,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Aplicativo móvel obrigatório (tablets/smartphones) embarcado nas ambulâncias, integrado ao sistema, com funcionamento off-line e sincronização automática ao res"
5,Módulo de SAMU,21,RF-5.21,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Preenchimento da ficha de atendimento pré-hospitalar eletrônica por toda a equipe (médica, enfermagem, condutores), com perfis de acesso e rastreabilidade."
5,Módulo de SAMU,22,RF-5.22,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Registro de tempos operacionais mínimos no app com toque simples (chamada, saída da base, chegada ao local, saída do local, chegada à unidade, retorno à base)."
5,Módulo de SAMU,23,RF-5.23,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Checklist eletrônico das ambulâncias pelo app (itens assistenciais/operacionais, responsável, data, hora, veículo)."
5,Módulo de SAMU,24,RF-5.24,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Painel em tempo real de disponibilidade/ocupação de leitos das unidades para o médico regulador.
5,Módulo de SAMU,25,RF-5.25,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Decisão do médico regulador (orientação ou despacho), classificação de risco por cores, tipo/natureza do chamado, CID, tipo de veículo, via campos estruturados "
5,Módulo de SAMU,26,RF-5.26,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Reclassificação do paciente no encerramento (classificação de risco final, desfecho, destino), com geração automática de indicadores."
5,Módulo de SAMU,27,RF-5.27,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Registro de todos os chamados recebidos, classificados por desfecho (interrompidos, trotes, regulados, orientações, despachos), com estatísticas consolidadas."
5,Módulo de SAMU,28,RF-5.28,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Estatísticas e relatórios gerenciais (picos de atendimento, dias/horários de maior demanda, perfil de pacientes, distribuição geográfica)."
5,Módulo de SAMU,29,RF-5.29,Obrigatório,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,Acompanhamento em tempo real de todos os tempos operacionais obrigatórios na Central de Regulação.
5,Módulo de SAMU,30,RF-5.30,Desejável,TR,não iniciado,samu-backlog,Samu/ + docs/conhecimento/12,n/a,"Registro eletrônico do Processo de Enfermagem pelo enfermeiro da USA (histórico, diagnóstico, planejamento, implementação, avaliação), conforme COFEN/COREN."
6,Módulo Laboratorial,1,RF-6.1,Desejável,TR,adiado,adiado,,adiado,Agendar exames por grupo.
6,Módulo Laboratorial,2,RF-6.2,Desejável,TR,adiado,adiado,,adiado,Agendar exames por tipo de exame.
6,Módulo Laboratorial,3,RF-6.3,Obrigatório,TR,adiado,adiado,,adiado,"Coleta do exame informando dados do paciente, com geração de checagem."
6,Módulo Laboratorial,4,RF-6.4,Obrigatório,TR,adiado,adiado,,adiado,Recebimento da coleta no setor de processamento da unidade.
6,Módulo Laboratorial,5,RF-6.5,Obrigatório,TR,adiado,adiado,,adiado,Lançamento de laudos dos exames.
6,Módulo Laboratorial,6,RF-6.6,Desejável,TR,adiado,adiado,,adiado,"Integração com equipamentos (rede ou arquivos), quando disponível."
6,Módulo Laboratorial,7,RF-6.7,Desejável,TR,adiado,adiado,,adiado,Liberação de resultado de exames.
6,Módulo Laboratorial,8,RF-6.8,Desejável,TR,adiado,adiado,,adiado,Acesso aos resultados pelo portal do cidadão.
6,Módulo Laboratorial,9,RF-6.9,Desejável,TR,adiado,adiado,,adiado,Contabilizar entrega de laudo ao paciente.
6,Módulo Laboratorial,10,RF-6.10,Desejável,TR,adiado,adiado,,adiado,Monitoramento de vagas disponíveis dos exames.
6,Módulo Laboratorial,11,RF-6.11,Obrigatório,TR,adiado,adiado,,adiado,"Encaixe de exames para pacientes com necessidades diversas, com justificativa."
6,Módulo Laboratorial,12,RF-6.12,Obrigatório,TR,adiado,adiado,,adiado,Consultar situação do exame.
6,Módulo Laboratorial,13,RF-6.13,Obrigatório,TR,adiado,adiado,,adiado,Alerta de exame pronto no prontuário do paciente.
6,Módulo Laboratorial,14,RF-6.14,Obrigatório,TR,adiado,adiado,,adiado,Gestão Laboratorial (LIS — Laboratory Information System).
6,Módulo Laboratorial,15,RF-6.15,Obrigatório,TR,adiado,adiado,,adiado,"Configuração e organização do laboratório: seções técnicas, tipos de recipientes de coleta, exames por área."
6,Módulo Laboratorial,16,RF-6.16,Obrigatório,TR,adiado,adiado,,adiado,Gestão de perfis de exames (grupos/perfis para agilizar solicitação).
6,Módulo Laboratorial,17,RF-6.17,Obrigatório,TR,adiado,adiado,,adiado,"Gestão do fluxo de trabalho laboratorial: pedido, coleta, triagem, etiquetagem por código de barras, distribuição às áreas técnicas."
6,Módulo Laboratorial,18,RF-6.18,Obrigatório,TR,adiado,adiado,,adiado,"Rastreabilidade completa da amostra e soroteca (status em tempo real, data/hora/profissional em cada etapa)."
6,Módulo Laboratorial,19,RF-6.19,Obrigatório,TR,adiado,adiado,,adiado,Interfaceamento com equipamentos de automação (uni ou bidirecional).
6,Módulo Laboratorial,20,RF-6.20,Obrigatório,TR,adiado,adiado,,adiado,"Gestão de laudos: inserção/alteração manual, valores de referência por idade/sexo, alertas de valores críticos, histórico gráfico."
6,Módulo Laboratorial,21,RF-6.21,Obrigatório,TR,adiado,adiado,,adiado,"Parametrização de valores de referência por localidade (altitude, população, etc.)."
6,Módulo Laboratorial,22,RF-6.22,Obrigatório,TR,adiado,adiado,,adiado,"Integração direta com a tela de pedido médico, com disponibilização automática dos dados do paciente e geração de número de guia."
6,Módulo Laboratorial,23,RF-6.23,Obrigatório,TR,adiado,adiado,,adiado,Integração com o prontuário eletrônico unificado (laudos liberados visíveis na rede).
6,Módulo Laboratorial,24,RF-6.24,Obrigatório,TR,adiado,adiado,,adiado,Portal de resultados para o paciente com notificação via WhatsApp quando exame disponível.
6,Módulo Laboratorial,25,RF-6.25,Desejável,TR,adiado,adiado,,adiado,Gestão de laboratórios de apoio/terceirizados — **ferramenta não utilizada** (fora de escopo para este município).
6,Módulo Laboratorial,26,RF-6.26,Obrigatório,TR,adiado,adiado,,adiado,"Faturamento da produção laboratorial (BPA-C automático, vinculado à tabela de procedimentos)."
6,Módulo Laboratorial,27,RF-6.27,Obrigatório,TR,adiado,adiado,,adiado,"Relatórios gerenciais e epidemiológicos (produção, tempo de atendimento, pendências, BI, indicadores epidemiológicos)."
6,Módulo Laboratorial,28,RF-6.28,Obrigatório,TR,adiado,adiado,,adiado,Atendimento ambulatorial (posto de coleta no novo NGA).
6,Módulo Laboratorial,29,RF-6.29,Obrigatório,TR,adiado,adiado,,adiado,Infraestrutura e tecnologia do sistema.
6,Módulo Laboratorial,30,RF-6.30,Obrigatório,TR,adiado,adiado,,adiado,Sistema desenvolvido em plataforma WEB.
6,Módulo Laboratorial,31,RF-6.31,Obrigatório,TR,adiado,adiado,,adiado,Geração de arquivos em formato PDF.
6,Módulo Laboratorial,32,RF-6.32,Obrigatório,TR,adiado,adiado,,adiado,Evolução constante conforme legislação e sugestões dos usuários.
6,Módulo Laboratorial,33,RF-6.33,Obrigatório,TR,adiado,adiado,,adiado,Vários acessos simultâneos às mesmas ou diferentes rotinas.
6,Módulo Laboratorial,34,RF-6.34,Obrigatório,TR,adiado,adiado,,adiado,Interação via totem e painel de chamada.
6,Módulo Laboratorial,35,RF-6.35,Obrigatório,TR,adiado,adiado,,adiado,Impressão de senha por totem.
6,Módulo Laboratorial,36,RF-6.36,Obrigatório,TR,adiado,adiado,,adiado,"Senhas para diversos tipos de atendimento, com controle normal/prioridade."
6,Módulo Laboratorial,37,RF-6.37,Obrigatório,TR,adiado,adiado,,adiado,Rastreamento de senha.
6,Módulo Laboratorial,38,RF-6.38,Obrigatório,TR,adiado,adiado,,adiado,Recepção.
6,Módulo Laboratorial,39,RF-6.39,Obrigatório,TR,adiado,adiado,,adiado,"Checagem automática das informações obrigatórias para faturamento SUS, com alerta de faltantes."
6,Módulo Laboratorial,40,RF-6.40,Obrigatório,TR,adiado,adiado,,adiado,"Tabelas para consulta (CID, Tabela SUS, etc.)."
6,Módulo Laboratorial,41,RF-6.41,Obrigatório,TR,adiado,adiado,,adiado,Registro de data/hora de chegada e saída do paciente do laboratório.
6,Módulo Laboratorial,42,RF-6.42,Obrigatório,TR,adiado,adiado,,adiado,Atendimento e controle de pacientes de cada recepção da unidade.
6,Módulo Laboratorial,43,RF-6.43,Obrigatório,TR,adiado,adiado,,adiado,"Consulta de agenda por paciente, com todos os agendamentos."
6,Módulo Laboratorial,44,RF-6.44,Obrigatório,TR,adiado,adiado,,adiado,Correio eletrônico entre usuários.
6,Módulo Laboratorial,45,RF-6.45,Obrigatório,TR,adiado,adiado,,adiado,Relatórios de tempo de espera do paciente e atendimentos por operador.
6,Módulo Laboratorial,46,RF-6.46,Obrigatório,TR,adiado,adiado,,adiado,Verificação de similaridade de nome do paciente por busca fonética.
6,Módulo Laboratorial,47,RF-6.47,Obrigatório,TR,adiado,adiado,,adiado,Inserir/tirar foto do paciente vinculada ao cadastro.
6,Módulo Laboratorial,48,RF-6.48,Obrigatório,TR,adiado,adiado,,adiado,Cadastro de endereço por busca de CEP.
6,Módulo Laboratorial,49,RF-6.49,Obrigatório,TR,adiado,adiado,,adiado,Impressão de etiquetas diversas.
6,Módulo Laboratorial,50,RF-6.50,Obrigatório,TR,adiado,adiado,,adiado,Visualizar atendimentos anteriores do paciente.
6,Módulo Laboratorial,51,RF-6.51,Obrigatório,TR,adiado,adiado,,adiado,Inserir paciente na fila de espera.
6,Módulo Laboratorial,52,RF-6.52,Obrigatório,TR,adiado,adiado,,adiado,"Anexar documentos no cadastro do paciente, com observação ao documento."
6,Módulo Laboratorial,53,RF-6.53,Obrigatório,TR,adiado,adiado,,adiado,Uso do nome social no atendimento.
6,Módulo Laboratorial,54,RF-6.54,Obrigatório,TR,adiado,adiado,,adiado,Dupla digitação de exames para conferência de laudos.
6,Módulo Laboratorial,55,RF-6.55,Obrigatório,TR,adiado,adiado,,adiado,Assinatura eletrônica no corpo do laudo.
6,Módulo Laboratorial,56,RF-6.56,Obrigatório,TR,adiado,adiado,,adiado,Uso de teclado para entrada de resultados de atributos do hemograma.
6,Módulo Laboratorial,57,RF-6.57,Obrigatório,TR,adiado,adiado,,adiado,Registro do flebotomista responsável pela coleta.
6,Módulo Laboratorial,58,RF-6.58,Obrigatório,TR,adiado,adiado,,adiado,Sinalizar e questionar duplicidades de exames no atendimento.
6,Módulo Laboratorial,59,RF-6.59,Obrigatório,TR,adiado,adiado,,adiado,Informar medicações em uso pelo paciente.
6,Módulo Laboratorial,60,RF-6.60,Obrigatório,TR,adiado,adiado,,adiado,Sinalizar locais de entrega distintos para emissão do laudo.
6,Módulo Laboratorial,61,RF-6.61,Obrigatório,TR,adiado,adiado,,adiado,"Sinalização de urgência em coletas/liberação, mensurando tempo em fila de processamento."
6,Módulo Laboratorial,62,RF-6.62,Obrigatório,TR,adiado,adiado,,adiado,Notificação/direcionamento de valores críticos ou não conformidades à área responsável.
6,Módulo Laboratorial,63,RF-6.63,Obrigatório,TR,adiado,adiado,,adiado,"Integração para recebimento de requisições e exportação de resultados (PDF base64, RTF), atuando como laboratório de apoio via webservice/troca de arquivos."
6,Módulo Laboratorial,64,RF-6.64,Obrigatório,TR,adiado,adiado,,adiado,"Integração com sistemas terceiros de laboratório para requisitar/receber resultados, com rastreabilidade e protocolo padrão nacional."
6,Módulo Laboratorial,65,RF-6.65,Obrigatório,TR,adiado,adiado,,adiado,Pedidos de exames do prontuário compõem lista de espera tratada pelo laboratório.
6,Módulo Laboratorial,66,RF-6.66,Obrigatório,TR,adiado,adiado,,adiado,"Integração de resultados de exames ao prontuário do paciente, acessível de qualquer setor."
6,Módulo Laboratorial,67,RF-6.67,Obrigatório,TR,adiado,adiado,,adiado,"Pesquisa de exames cadastrados por nome, mnemônico ou tipo."
6,Módulo Laboratorial,68,RF-6.68,Obrigatório,TR,adiado,adiado,,adiado,Anexar laudos externos/documentos de análise; laboratório pode incluir exames não previamente incluídos pelo médico solicitante.
6,Módulo Laboratorial,69,RF-6.69,Obrigatório,TR,adiado,adiado,,adiado,"Retirar amostra de pendência por localização, configurável por setor(es)."
6,Módulo Laboratorial,70,RF-6.70,Obrigatório,TR,adiado,adiado,,adiado,"Definir bancadas de trabalho por setor (nome, responsável, tipo de folha: grade ou lista)."
6,Módulo Laboratorial,71,RF-6.71,Obrigatório,TR,adiado,adiado,,adiado,Configurar bancada por exames realizados e usuários habilitados.
6,Módulo Laboratorial,72,RF-6.72,Obrigatório,TR,adiado,adiado,,adiado,Definir nível de crítica do exame (resultado dentro do limite ou aceitação de qualquer resultado).
6,Módulo Laboratorial,73,RF-6.73,Obrigatório,TR,adiado,adiado,,adiado,"Configurar tipo de acesso do usuário na bancada (ver, digitar, liberar, digitar/liberar, digitar/avaliar)."
6,Módulo Laboratorial,74,RF-6.74,Obrigatório,TR,adiado,adiado,,adiado,Configurar folhas de trabalho por bancada e setor.
6,Módulo Laboratorial,75,RF-6.75,Obrigatório,TR,adiado,adiado,,adiado,Reimpressão da estrutura de folha de trabalho.
6,Módulo Laboratorial,76,RF-6.76,Obrigatório,TR,adiado,adiado,,adiado,"Impressão de folha de trabalho por período, cópias, urgência, procedência (ambulatorial/internado), ordenação (guia, alfabética, resultado, posição na galeria)."
6,Módulo Laboratorial,77,RF-6.77,Obrigatório,TR,adiado,adiado,,adiado,"Na impressão da folha de trabalho: visualizar paciente, consultar outros resultados/repetições, visualizar questionários aplicados."
6,Módulo Laboratorial,78,RF-6.78,Obrigatório,TR,adiado,adiado,,adiado,Gerar resultados via folha de trabalho.
6,Módulo Laboratorial,79,RF-6.79,Obrigatório,TR,adiado,adiado,,adiado,"Buscar amostras na tela de resultado via folha de trabalho, com pendência de repetição e rastreabilidade a partir da 2ª coleta."
6,Módulo Laboratorial,80,RF-6.80,Obrigatório,TR,adiado,adiado,,adiado,Acompanhar e visualizar o andamento da cultura.
6,Módulo Laboratorial,81,RF-6.81,Obrigatório,TR,adiado,adiado,,adiado,Bloquear um ou todos os resultados de um atendimento para impressão/disponibilização na plataforma de laudos.
6,Módulo Laboratorial,82,RF-6.82,Obrigatório,TR,adiado,adiado,,adiado,Configurar liberação de leucograma com contagem diferencial de 100%.
6,Módulo Laboratorial,83,RF-6.83,Obrigatório,TR,adiado,adiado,,adiado,Registrar exames terceirizados.
6,Módulo Laboratorial,84,RF-6.84,Obrigatório,TR,adiado,adiado,,adiado,Gerar gráficos.
6,Módulo Laboratorial,85,RF-6.85,Obrigatório,TR,adiado,adiado,,adiado,Gerar relatório de resultados.
7,Módulo de Farmácia,1,RF-7.1,Obrigatório,TR,não iniciado,depois,,n/a,Dispensar medicamentos a partir do almoxarifado da unidade.
7,Módulo de Farmácia,2,RF-7.2,Obrigatório,TR,não iniciado,depois,,n/a,Identificação do paciente no ato da dispensação.
7,Módulo de Farmácia,3,RF-7.3,Obrigatório,TR,não iniciado,depois,,n/a,Dispensar medicamentos a partir de receituário lançado em atendimento clínico.
7,Módulo de Farmácia,4,RF-7.4,Obrigatório,TR,não iniciado,depois,,n/a,"Informar CID no atendimento, se obrigatório nos parâmetros de dispensação."
7,Módulo de Farmácia,5,RF-7.5,Obrigatório,TR,não iniciado,depois,,n/a,Validade de receita.
7,Módulo de Farmácia,6,RF-7.6,Obrigatório,TR,não iniciado,depois,,n/a,Bloquear/desbloquear dispensação fora da validade da receita.
7,Módulo de Farmácia,7,RF-7.7,Obrigatório,TR,não iniciado,depois,,n/a,Digitação de observação de dispensação.
7,Módulo de Farmácia,8,RF-7.8,Obrigatório,TR,não iniciado,depois,,n/a,Identificar origem de receita.
7,Módulo de Farmácia,9,RF-7.9,Obrigatório,TR,não iniciado,depois,,n/a,Identificação de notificação de receita com tipos de medicamentos dispensados.
7,Módulo de Farmácia,10,RF-7.10,Obrigatório,TR,não iniciado,depois,,n/a,Identificação vinda da definição de parâmetro.
7,Módulo de Farmácia,11,RF-7.11,Obrigatório,TR,não iniciado,depois,,n/a,Identificar unidade de dispensação.
7,Módulo de Farmácia,12,RF-7.12,Obrigatório,TR,não iniciado,depois,,n/a,Visualização de dispensações anteriores.
7,Módulo de Farmácia,13,RF-7.13,Obrigatório,TR,não iniciado,depois,,n/a,Dispensação de medicamento avulso a partir de receita impressa.
7,Módulo de Farmácia,14,RF-7.14,Obrigatório,TR,não iniciado,depois,,n/a,Dispensação por código de barras.
7,Módulo de Farmácia,15,RF-7.15,Obrigatório,TR,não iniciado,depois,,n/a,"Definir quantidade retirada, identificando uso contínuo."
7,Módulo de Farmácia,16,RF-7.16,Obrigatório,TR,não iniciado,depois,,n/a,"Informar uso diário do medicamento, permitindo nova retirada."
7,Módulo de Farmácia,17,RF-7.17,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de controle especial de ordem judicial (paciente + mercadoria).
7,Módulo de Farmácia,18,RF-7.18,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de controle especial por determinação do estado (paciente + mercadoria).
7,Módulo de Farmácia,19,RF-7.19,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de controle especial de outras instâncias (paciente + mercadoria).
7,Módulo de Farmácia,20,RF-7.20,Obrigatório,TR,não iniciado,depois,,n/a,Escolha de lote de validade.
7,Módulo de Farmácia,21,RF-7.21,Obrigatório,TR,não iniciado,depois,,n/a,Visualização de histórico de retiradas e prescrições.
7,Módulo de Farmácia,22,RF-7.22,Obrigatório,TR,não iniciado,depois,,n/a,Relatório de dispensação por tipo de dispensação.
7,Módulo de Farmácia,23,RF-7.23,Obrigatório,TR,não iniciado,depois,,n/a,Relatório de dispensação por lote e validade.
7,Módulo de Farmácia,24,RF-7.24,Obrigatório,TR,não iniciado,depois,,n/a,Relatório de dispensação por tipo de medicamento.
7,Módulo de Farmácia,25,RF-7.25,Obrigatório,TR,não iniciado,depois,,n/a,Relatório por programa de farmácia.
7,Módulo de Farmácia,26,RF-7.26,Obrigatório,TR,não iniciado,depois,,n/a,Cadastramento de unidades de mercadorias e embalagens.
7,Módulo de Farmácia,27,RF-7.27,Obrigatório,TR,não iniciado,depois,,n/a,"Cadastramento de unidades de farmácia e de controle de estoque, com responsável por unidade."
7,Módulo de Farmácia,28,RF-7.28,Obrigatório,TR,não iniciado,depois,,n/a,Definição de acesso dos usuários às unidades de farmácia e de controle de estoque.
7,Módulo de Farmácia,29,RF-7.29,Obrigatório,TR,não iniciado,depois,,n/a,"Vinculação entre unidades de farmácia/estoque (existentes e novas), com opção de subordinação."
7,Módulo de Farmácia,30,RF-7.30,Desejável,TR,não iniciado,depois,,n/a,Cadastro de locais de entrega para requisições de medicamentos/materiais.
7,Módulo de Farmácia,31,RF-7.31,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de medicamentos/materiais em ao menos 3 níveis (formato de unidade/embalagem e quantidade por embalagem).
7,Módulo de Farmácia,32,RF-7.32,Obrigatório,TR,não iniciado,depois,,n/a,Inclusão de estoques iniciais nas unidades (quantidade e valor contábil).
7,Módulo de Farmácia,33,RF-7.33,Obrigatório,TR,não iniciado,depois,,n/a,"Monitoramento de requisições entre unidades (itens, requerente, data, unidades envolvidas)."
7,Módulo de Farmácia,34,RF-7.34,Obrigatório,TR,não iniciado,depois,,n/a,"Saída de medicamentos/materiais do estoque por dispensação/uso nas unidades, vinculada ao paciente."
7,Módulo de Farmácia,35,RF-7.35,Obrigatório,TR,não iniciado,depois,,n/a,Transferência de medicamentos/materiais entre unidades de farmácia/estoque.
